accx,accy,accz,gyrox,gyroy,gyroz
-3.40,-8.77,2.06,-0.13,0.10,0.01
-3.21,-8.30,2.04,-0.16,0.11,0.01
-3.03,-8.34,2.58,-0.16,0.18,0.01
-3.11,-8.44,2.94,-0.24,0.34,0.01
-3.27,-8.64,2.62,-0.39,0.44,0.03
-3.45,-8.45,2.26,-0.28,0.17,0.04
-3.48,-9.23,1.60,-0.56,0.00,0.06
-4.63,-11.39,1.07,-0.58,0.02,0.33
-6.92,-12.79,-2.04,-0.95,-0.22,0.40
-5.85,-10.97,-0.73,0.13,-0.82,0.23
-4.45,-11.29,-0.59,-0.08,-0.67,0.06
-4.59,-11.15,-0.51,0.10,-0.35,-0.02
-4.65,-10.85,-0.33,0.16,0.20,0.03
-4.04,-10.60,0.07,0.07,0.74,0.01
-3.62,-9.58,0.25,0.38,0.99,-0.05
-3.05,-8.93,0.27,0.49,1.08,-0.04
-2.60,-8.57,0.11,0.55,0.97,-0.17
-2.66,-7.84,0.08,1.14,0.83,-0.01
-2.73,-6.68,0.50,1.21,0.59,0.02
-2.79,-6.22,0.71,0.92,0.48,-0.15
-2.94,-6.23,0.96,1.01,0.12,-0.08
-3.62,-6.51,1.90,0.60,-0.11,-0.15
-4.33,-6.98,1.83,0.36,0.05,-0.16
-5.02,-7.82,2.10,0.09,0.31,-0.09
-5.32,-8.06,2.26,-0.51,0.05,-0.09
-5.15,-7.95,2.42,-0.40,0.11,-0.04
-4.30,-7.45,2.13,-0.22,0.10,-0.01
-4.28,-7.16,2.48,0.52,0.22,0.13
-4.84,-7.88,2.57,-0.11,0.33,0.09
-5.03,-8.07,2.12,-0.50,0.35,0.01
-7.05,-8.19,1.48,-0.00,0.00,0.20
-4.70,-7.88,2.21,-0.08,-0.11,-0.27
-4.51,-7.50,2.71,0.44,0.09,-0.16
-4.30,-7.98,2.95,0.20,0.28,-0.22
-4.25,-8.22,2.93,0.07,0.33,-0.17
-4.81,-8.59,2.48,-0.26,0.07,-0.29
-4.70,-8.70,2.18,-0.00,-0.06,-0.38
-4.30,-10.27,5.97,0.14,-0.31,-0.56
-3.84,-9.38,2.68,-0.23,0.84,-0.26
-4.31,-7.72,-0.61,0.29,0.49,-0.23
-1.55,-6.34,-0.42,1.35,0.09,-0.12
-3.16,-9.24,3.38,0.25,-0.63,-0.41
-2.72,-9.11,3.48,-0.58,-0.30,-0.12
-2.68,-8.64,2.75,0.18,0.44,0.18
-2.30,-7.92,2.69,0.15,0.47,-0.05
-2.77,-7.81,3.52,-0.12,0.10,0.04
-2.45,-8.05,3.15,-0.19,-0.01,0.14
-2.57,-8.63,3.54,-0.01,0.27,0.19
-2.78,-8.44,3.06,-0.26,0.09,0.24
-2.78,-8.33,2.77,0.02,-0.24,0.20
-3.35,-8.77,3.09,0.13,-0.70,0.38
-4.75,-9.91,4.48,-0.98,-0.33,0.23
-5.02,-8.66,1.56,-0.27,-0.44,0.27
-4.74,-7.53,2.02,0.11,-0.55,0.09
-5.78,-7.10,2.27,0.72,-0.36,0.43
-5.82,-8.23,2.61,-0.92,-0.52,0.25
-4.72,-8.53,2.30,-1.26,-0.97,-0.48
-4.32,-7.70,2.50,-0.09,-0.39,-0.05
-3.46,-6.57,2.87,-0.36,0.29,-0.03
-3.12,-6.51,1.70,-0.36,-0.05,-0.15
-4.06,-7.45,2.42,0.32,-0.14,0.00
-4.27,-8.11,3.18,-0.07,0.02,-0.23
-4.09,-8.70,3.53,-0.30,0.22,-0.21
-4.19,-9.31,3.22,-0.36,0.13,-0.33
-4.56,-10.97,3.75,0.39,0.19,-0.21
-3.89,-9.33,2.61,0.55,0.20,0.29
-3.85,-8.35,0.46,0.67,0.37,-0.29
-2.33,-7.82,1.31,1.01,-0.26,-0.07
-2.86,-9.78,3.62,-0.31,-0.85,-0.02
-2.57,-8.32,2.89,-0.40,-0.03,0.01
-2.41,-7.67,3.14,-0.23,1.17,0.26
-1.99,-7.56,2.17,0.01,0.69,0.50
-2.62,-6.21,2.55,-0.04,0.42,0.20
-2.22,-7.90,4.14,-0.02,0.01,0.25
-3.50,-8.37,3.64,0.53,-0.26,0.59
-4.03,-8.91,3.81,0.37,-0.29,0.29
-5.35,-10.37,5.17,-0.73,-0.62,0.43
-4.92,-9.45,3.94,-1.48,-0.25,-0.05
-5.23,-7.81,2.29,-0.70,0.16,-0.06
-4.76,-5.37,1.11,0.74,-0.57,-0.01
-5.66,-8.56,2.81,-0.15,-0.79,0.16
-4.13,-7.95,2.44,-1.32,-0.39,-0.14
-3.88,-7.36,2.51,-0.20,0.41,0.00
-3.55,-7.03,2.25,0.30,0.43,0.08
-3.57,-6.56,2.29,0.22,0.05,-0.20
-4.17,-7.32,2.99,0.16,-0.01,-0.25
-4.89,-7.94,3.45,0.11,0.37,-0.26
-4.74,-8.37,3.98,-0.02,0.48,-0.31
-5.08,-9.16,3.67,0.38,0.38,-0.05
-4.94,-9.70,3.34,0.24,0.10,-0.12
