accx,accy,accz,gyrox,gyroy,gyroz
-4.94,-8.21,0.55,-0.62,-0.01,0.06
-5.14,-8.54,0.47,-1.63,0.53,0.14
-2.80,-5.20,-1.89,0.08,-0.03,-0.88
-5.40,-8.03,-2.20,-0.16,-0.23,-0.30
-5.15,-8.66,-2.18,-0.23,-0.38,-0.04
-5.38,-8.60,-2.50,-0.08,0.38,-0.02
-6.12,-9.72,-3.21,-0.06,0.34,-0.17
-6.51,-9.59,-3.11,0.69,0.25,-0.12
-5.92,-9.66,-2.38,0.90,-0.21,0.13
-5.63,-8.96,-1.44,0.48,-0.48,0.09
-5.29,-8.49,-2.16,-0.55,0.15,0.08
-5.21,-7.97,-2.55,-0.95,0.42,0.20
-5.56,-8.28,-2.85,-0.94,0.61,0.37
-5.64,-8.18,-3.22,-0.70,0.50,0.21
-6.16,-8.97,-3.76,-0.11,0.11,0.27
-5.82,-8.54,-3.40,0.26,0.00,0.05
-5.69,-8.65,-3.27,0.63,-0.32,-0.13
-5.70,-7.78,-3.33,0.93,-0.20,0.07
-5.32,-7.80,-1.90,1.19,-0.06,0.15
-5.73,-7.93,-1.45,1.33,-0.19,0.21
-6.21,-7.82,-0.49,1.36,-0.15,0.36
-5.55,-6.99,-0.10,0.94,-0.14,-0.01
-5.64,-6.70,0.62,0.78,-0.09,0.35
-3.88,-5.71,0.74,0.42,-1.03,-0.25
-4.08,-5.52,1.47,0.63,-1.09,-0.18
-4.02,-5.87,2.01,-0.68,-0.22,-0.07
-5.21,-7.34,1.97,-1.24,1.17,-0.24
-5.47,-8.17,1.38,-1.00,1.32,-0.29
-5.32,-7.94,0.73,0.32,-0.52,-0.66
-4.73,-7.66,1.28,0.25,0.03,-0.24
-4.48,-7.24,3.22,0.82,0.78,1.22
-2.72,-8.88,2.38,1.00,0.77,1.13
-6.94,-8.51,1.16,1.11,0.83,-0.80
-3.39,-7.08,0.36,1.09,0.73,0.18
-4.94,-7.72,1.16,1.61,-0.42,-0.28
-4.56,-8.28,2.09,0.84,0.53,-0.40
-5.09,-8.34,2.28,0.70,0.94,-0.22
-5.06,-8.17,2.11,1.00,0.86,-0.56
-4.93,-7.83,2.39,0.74,0.97,-0.52
-5.19,-8.08,2.69,0.06,1.37,-0.22
-4.95,-8.17,1.99,0.17,0.97,-0.35
-4.66,-8.02,2.14,0.49,0.41,-0.28
-4.60,-7.96,2.08,0.40,0.35,-0.27
-4.69,-7.96,2.07,0.22,0.64,-0.17
-4.71,-7.84,2.21,0.25,0.66,-0.08
-4.78,-7.86,2.23,0.39,0.25,-0.05
-4.87,-8.11,2.38,0.28,-0.01,0.02
-5.01,-8.21,2.77,0.19,-0.23,0.09
-5.29,-8.58,2.73,-0.32,0.43,0.20
-5.16,-8.09,1.96,0.09,-0.34,-0.05
-5.25,-7.73,1.39,-0.03,0.45,0.05
-5.67,-7.48,1.28,-0.08,0.96,0.17
-6.15,-7.60,1.06,0.41,0.29,-0.09
-5.96,-7.54,1.74,0.51,0.09,-0.13
-6.02,-7.57,1.99,0.24,0.02,-0.16
-5.66,-7.45,2.12,0.14,0.04,-0.15
-5.34,-6.99,1.74,0.13,-0.53,-0.24
-5.54,-6.98,1.98,0.14,-0.04,-0.08
-5.64,-7.20,2.24,0.01,0.46,0.01
-5.46,-7.23,2.43,0.18,0.22,-0.10
-5.33,-7.39,2.54,0.14,-0.05,-0.15
-5.14,-7.55,2.61,-0.05,-0.05,-0.06
-5.03,-7.24,2.98,0.21,-0.04,-0.13
-5.07,-7.15,3.11,0.44,-0.34,-0.25
-4.98,-6.96,2.96,0.52,-0.06,-0.38
-4.75,-6.99,3.56,0.31,0.09,-0.34
-4.72,-7.07,3.57,-0.00,0.15,-0.20
-4.62,-7.32,4.05,-0.23,0.13,-0.17
-5.86,-9.07,4.52,-1.04,0.88,0.02
-5.12,-7.72,2.07,-0.03,0.62,-0.21
