accx,accy,accz,gyrox,gyroy,gyroz
-5.02,-6.44,-5.12,0.10,-0.19,0.13
-5.19,-6.58,-5.10,0.17,-0.11,0.16
-4.79,-6.28,-5.00,0.16,-0.30,0.24
-5.18,-5.95,-4.94,0.37,-0.17,0.11
-4.57,-6.62,-4.26,0.35,-0.40,0.18
-6.39,-5.94,-4.26,0.47,-0.44,0.23
-6.39,-5.76,-3.95,0.54,-0.62,0.38
-7.11,-5.58,-3.34,0.76,-0.37,0.31
-6.47,-6.64,-3.34,0.73,-0.35,0.16
-5.73,-6.19,-2.52,0.27,-0.89,0.05
-7.53,-5.00,-2.57,0.33,-0.90,-0.12
-6.54,-5.79,-2.15,0.55,-0.73,-0.49
-5.89,-5.34,-1.15,0.32,-1.05,-0.68
-6.38,-5.21,-1.12,0.60,-0.83,-1.01
-4.49,-5.73,-0.51,0.84,-0.84,-1.45
-3.62,-8.08,1.91,0.26,-0.84,-1.67
-5.41,-7.80,0.53,1.28,-1.10,-1.42
-2.18,-9.05,1.92,1.05,-0.58,-1.38
-1.80,-9.77,3.32,0.17,-0.77,-1.33
-3.38,-9.25,4.12,0.13,-0.61,-0.95
-1.87,-7.31,3.40,0.01,-0.52,-0.76
-2.72,-8.82,3.01,0.64,1.08,-0.82
1.87,-12.46,3.99,-0.14,0.21,-0.13
-1.86,-6.53,2.51,-0.15,-0.24,0.49
2.78,-10.11,3.63,-0.42,0.52,0.37
-3.36,-10.31,2.25,-0.68,-0.88,0.73
-0.30,-13.10,2.21,-0.27,0.15,0.60
-3.50,-9.22,2.74,-1.55,-1.46,0.94
-6.79,-5.21,0.18,1.48,1.69,0.12
-0.29,-11.52,4.08,0.65,-0.11,0.48
-6.12,-6.46,3.58,1.80,0.17,1.13
0.59,-13.28,7.07,0.97,0.44,0.39
-6.22,-6.67,5.66,-0.08,-1.07,0.05
-1.31,-8.35,4.61,0.88,1.16,-0.38
-1.90,-4.52,5.07,-0.76,-1.01,0.03
-5.09,-4.56,4.57,0.98,1.08,0.51
-0.96,-7.44,5.66,-0.00,0.44,-0.01
-3.62,-6.38,4.71,0.17,0.07,0.27
-3.56,-6.60,5.77,0.18,-0.14,0.36
-7.89,-6.39,5.57,0.21,0.17,0.35
-3.40,-9.45,7.11,0.20,0.71,0.34
-6.25,-9.96,5.26,-0.57,0.51,0.25
-4.32,-8.89,5.84,-1.14,-0.03,0.24
-7.36,-7.05,4.64,-0.95,0.29,0.21
-5.57,-8.40,4.88,-1.24,0.07,0.26
-6.76,-6.72,3.70,-1.04,0.67,0.06
-4.24,-7.54,3.31,-1.28,0.90,-0.21
-6.34,-6.40,1.59,-1.39,0.77,-0.53
-9.83,-11.07,-1.50,0.18,1.19,0.22
-3.20,-10.19,-1.30,-1.39,1.08,0.09
-4.96,-6.78,-1.70,-2.00,0.73,0.05
-5.82,-4.52,-2.67,-1.32,0.45,0.31
-4.38,-5.37,-3.95,-1.05,0.82,-0.02
-6.48,-7.74,-4.78,-0.56,0.85,0.24
-4.68,-7.07,-5.20,-0.46,0.50,0.21
-3.96,-7.12,-5.08,-0.65,0.56,-0.19
-6.02,-5.76,-5.10,-0.94,0.18,-0.02
-4.94,-5.95,-5.65,-0.08,0.66,-0.01
-4.28,-6.72,-5.64,-0.17,0.17,-0.02
-4.69,-5.71,-4.70,-0.31,-0.06,-0.12
-5.72,-5.67,-4.94,0.13,0.40,-0.13
-4.41,-8.29,-5.96,0.09,0.35,-0.01
-5.00,-7.61,-6.13,-0.29,-0.15,-0.05
-4.31,-6.51,-5.47,-0.23,-0.26,0.01
-4.02,-6.17,-4.72,-0.06,-0.24,-0.06
-3.81,-5.54,-3.73,0.09,-0.32,-0.06
-7.73,-7.57,-5.11,1.18,-0.39,0.44
-5.28,-9.03,-5.53,0.86,0.25,0.11
-4.06,-8.49,-4.02,-0.29,-0.15,-0.12
-6.00,-7.55,-4.27,-0.10,-0.12,-0.11
-5.15,-7.50,-3.84,-0.15,-0.13,-0.08
-6.45,-7.54,-3.74,0.02,0.03,0.04
-5.89,-7.40,-3.53,0.15,-0.02,0.25
-5.80,-7.86,-3.61,0.23,0.23,0.16
-5.65,-7.91,-3.71,0.20,0.19,0.18
-5.57,-7.89,-3.91,0.13,0.18,0.14
-5.66,-7.44,-3.91,-0.03,0.01,0.09
-5.13,-7.37,-3.88,-0.12,0.01,0.06
-5.94,-7.07,-3.93,-0.18,-0.17,0.10
-5.82,-7.35,-3.90,-0.03,-0.01,0.06
-5.99,-7.20,-3.88,-0.17,-0.19,0.07
-6.34,-7.31,-3.92,-0.02,-0.01,0.04
-5.90,-7.55,-3.63,-0.17,-0.11,0.02
-6.85,-6.82,-3.86,-0.10,-0.01,0.03
-5.66,-7.13,-3.44,-0.01,0.13,-0.05
-6.22,-6.37,-4.00,-0.02,0.07,-0.08
-5.56,-7.01,-3.79,0.01,0.12,-0.03
-5.93,-6.98,-3.82,-0.10,0.02,-0.04
-6.06,-7.16,-3.90,0.00,0.10,-0.00
-5.98,-7.52,-4.02,-0.00,0.05,0.05
-5.98,-6.98,-3.84,-0.10,-0.03,-0.01
-5.75,-7.35,-3.82,-0.01,0.13,-0.05
-6.71,-6.94,-4.05,-0.08,-0.07,0.01
-6.03,-6.98,-3.29,0.23,0.38,-0.10
-4.77,-8.18,-3.91,0.01,0.16,-0.12
